mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_129925,c1c(c(=O)c(n[nH]1)O)N,2.47958,1.84065,1.05761,5.5877,71.45,-0.1923,-0.0308,0.1615,1038.3187,0.10316,-470.03579,-470.028168,-470.027224,-470.067549,29.707
gdb_6134,CC1CC(C)(C)C1C,2.64181,1.69523,1.45371,0.0967,84.59,-0.2696,0.0749,0.3444,1063.788,0.221954,-314.277174,-314.267481,-314.266537,-314.310483,37.429
gdb_126510,CCCc1c(cn[nH]1)N,3.02682,0.99898,0.79792,2.4262,82.45,-0.196,0.0293,0.2253,1476.0473,0.172403,-399.353109,-399.343364,-399.34242,-399.388921,34.872
gdb_50903,C(C#N)NC(=O)NC=O,4.76092,0.71526,0.70177,5.8807,66.3,-0.2686,-0.0266,0.242,1555.1876,0.100114,-470.063779,-470.054464,-470.05352,-470.099923,31.043
gdb_74801,CC1=CC2CC2(C)C1=O,2.68839,1.58915,1.14592,3.0393,82.44,-0.2336,-0.044,0.1896,1120.4822,0.158672,-385.927445,-385.918643,-385.917699,-385.960684,33.122
gdb_7188,COCC(C)OC=O,4.53855,0.90188,0.79291,3.7885,67.14,-0.2705,0.008,0.2786,1422.6642,0.150631,-422.090822,-422.081125,-422.080181,-422.126687,32.392
gdb_68390,CC12CC(CN3CC13)O2,2.6186,1.93091,1.45183,2.3221,77.55,-0.219,0.0832,0.3022,974.8485,0.172664,-403.108492,-403.101124,-403.10018,-403.139661,30.733
gdb_16765,CCC1CC2OC2C1,3.8686,1.50388,1.40857,1.7814,73.65,-0.2546,0.0898,0.3444,996.7336,0.17825,-349.007592,-348.999901,-348.998957,-349.039506,29.773
gdb_10379,O=CC1(CCN1)C#N,2.79672,2.02507,1.45308,3.6844,62.47,-0.26,-0.059,0.201,865.5694,0.107116,-378.712422,-378.704884,-378.70394,-378.744522,26.726
gdb_29460,c1coc2c1c(c[nH]2)N,3.39647,1.62165,1.09947,1.6575,73.3,-0.1759,0.0364,0.2122,1026.564,0.115038,-416.832543,-416.824828,-416.823884,-416.86496,29.182
gdb_23155,CC1CC(=NO)C1C#C,2.24591,1.30768,0.93815,1.0313,82.12,-0.2461,0.0016,0.2478,1275.8983,0.144815,-401.863376,-401.85391,-401.852966,-401.897951,35.158
gdb_31766,c1c(cn2c1CC2)CO,5.14559,0.99038,0.85965,3.2892,81.67,-0.1985,0.046,0.2445,1334.7768,0.149342,-401.943564,-401.935353,-401.934409,-401.977056,30.483
gdb_131922,c1cnc(cn1)N(=O)=O,4.16342,1.34308,1.01549,3.9933,65.98,-0.2813,-0.1057,0.1757,1048.7646,0.07907,-468.762088,-468.755429,-468.754485,-468.794322,23.857
gdb_111301,CC1(C)C2CC2C1CO,2.07729,1.51421,1.1838,1.1873,85.04,-0.2493,0.0748,0.3241,1195.5977,0.204787,-388.261188,-388.251522,-388.250578,-388.294933,37.673
gdb_126660,CCCNc1ncon1,6.53605,0.69868,0.64015,1.9495,75.06,-0.2284,-0.0076,0.2207,1726.8189,0.148374,-435.27257,-435.263634,-435.26269,-435.307507,31.534
gdb_32854,CCNc1nc(co1)O,6.28758,0.80467,0.72345,2.6959,72.91,-0.1867,0.0394,0.2261,1538.9544,0.136357,-455.179156,-455.170261,-455.169317,-455.213423,32.342
gdb_97926,CCC#CCC1(C)CN1,3.36423,0.69026,0.66927,1.4175,91.67,-0.2394,0.051,0.2903,1845.5418,0.192473,-367.1714,-367.160704,-367.15976,-367.210036,38.203
gdb_97774,CCC#CC1CC1(C)O,4.22394,0.64751,0.61485,1.466,90.93,-0.2266,0.0532,0.2798,1913.9602,0.179576,-387.059487,-387.048803,-387.047859,-387.096048,38.723
gdb_44459,O=C1CC23CC(C2)C3O1,4.13176,1.42412,1.30402,4.1197,72.43,-0.2701,0.0079,0.2781,985.368,0.138227,-421.799424,-421.792987,-421.792043,-421.830111,26.784
gdb_69507,CC12CC1(O)C1(C)NC21,2.4764,1.62311,1.34875,1.7369,79.13,-0.2215,0.0779,0.2994,1066.904,0.169904,-403.094826,-403.085888,-403.084944,-403.127645,34.924
gdb_74332,CC1=CC(CC1)N1CC1,4.0066,0.95943,0.81222,1.0033,90.64,-0.2238,0.0306,0.2544,1478.619,0.194624,-367.200937,-367.191949,-367.191004,-367.234938,34.192
gdb_97267,CN=CN(C)C(=N)C#N,4.15318,0.88088,0.73334,1.9413,84.81,-0.2452,-0.0638,0.1814,1498.9868,0.134916,-414.200532,-414.19059,-414.189646,-414.236195,34.037
gdb_55938,NC(=O)NC1CC2OC12,4.26393,0.94319,0.86457,1.9441,69.63,-0.2402,0.0554,0.2957,1331.2272,0.136452,-455.141897,-455.133496,-455.132552,-455.175965,31.391
gdb_123105,CCOCCOC(C)=N,3.57622,0.63058,0.5758,1.4312,82.21,-0.2505,0.037,0.2875,2022.9136,0.191393,-441.491915,-441.480769,-441.479825,-441.530149,38.129
gdb_111358,CCC1C(C#N)C2CN12,2.29405,1.45084,1.07193,2.4968,78.88,-0.2538,0.0189,0.2727,1183.5131,0.159723,-382.041955,-382.033263,-382.032319,-382.075619,32.32
gdb_36585,C#CCCC1(CO1)C#C,2.96697,0.92892,0.77033,1.6942,80.89,-0.2586,0.0191,0.2777,1463.4353,0.132061,-384.598115,-384.58856,-384.587616,-384.633065,34.93
gdb_104590,CCC1(CC1)OC(=O)C,2.23823,1.26076,1.05298,1.6336,78.92,-0.2601,0.0163,0.2764,1294.6378,0.179417,-424.259104,-424.248771,-424.247827,-424.295226,37.062
gdb_71833,CC12C3C=CC1CC23O,2.43536,1.76453,1.53438,0.8068,79.71,-0.2087,0.0183,0.2271,981.6418,0.159529,-385.864836,-385.856943,-385.855999,-385.896552,31.953
gdb_87287,CC1OC1(C=O)C1CO1,2.77834,1.31364,1.0164,4.1314,69.48,-0.2598,-0.0457,0.2141,1182.8285,0.132519,-458.921974,-458.912935,-458.911991,-458.956176,32.198
gdb_79261,CC1C2C3OC1(C)OC23,2.38949,2.16035,1.5877,1.5073,72.38,-0.235,0.0833,0.3183,928.6484,0.159797,-423.028404,-423.020876,-423.019932,-423.059877,30.595
gdb_51737,O=CNC1CCC11CN1,2.51241,1.49799,1.08086,4.4901,76.19,-0.2334,0.0178,0.2513,1142.6184,0.160221,-419.195005,-419.18631,-419.185366,-419.228856,32.268
gdb_84885,CC1N=COCC11CC1,2.27996,1.75288,1.29102,2.0584,79.12,-0.2427,0.0303,0.273,1064.925,0.172511,-403.152724,-403.144517,-403.143573,-403.185225,32.073
gdb_53179,CC#CC1C2OC2C1O,3.13024,1.05896,0.94334,1.5598,77.13,-0.2376,0.0438,0.2814,1307.7073,0.133933,-421.756995,-421.747894,-421.74695,-421.792529,32.364
gdb_68,CC(C)C=O,7.66289,3.70925,2.79937,2.6921,46.58,-0.2469,-0.0188,0.2281,482.0475,0.112328,-232.364952,-232.358577,-232.357633,-232.394589,21.434
gdb_48972,O=CC12OC3COC1C23,4.03923,1.40636,1.24898,3.2318,66.81,-0.2297,-0.0372,0.1924,982.5856,0.112241,-457.718184,-457.711246,-457.710302,-457.74972,26.495
gdb_17895,OC1C2CC1CCC2,3.5266,1.85255,1.63915,1.6157,73.17,-0.2424,0.0727,0.3152,885.6097,0.180112,-349.001442,-348.994325,-348.993381,-349.032232,29.014
gdb_21139,CN=c1n(nco1)C,3.53339,1.96386,1.28275,0.9754,66.34,-0.203,0.0055,0.2085,925.5083,0.118476,-395.981451,-395.973122,-395.972178,-396.015807,27.587
gdb_64040,CC1(C)CC=CC2CC12,2.36428,1.63299,1.33665,0.2782,89.68,-0.2211,0.0242,0.2453,1109.2168,0.206754,-351.168243,-351.159558,-351.158613,-351.200611,35.617
gdb_39891,C1CC11C2COC1C=C2,2.77372,1.81455,1.60547,1.4999,78.81,-0.2335,0.0097,0.2432,934.817,0.161507,-385.86627,-385.859373,-385.858428,-385.897091,29.069
gdb_112708,CCC1CC(C)C(C)C1,2.9308,0.94676,0.7991,0.163,95.72,-0.2924,0.0774,0.3698,1610.6693,0.252611,-353.58879,-353.578259,-353.577315,-353.624762,40.237
gdb_70522,CC12CC1CN=COC2,2.49018,1.70664,1.25481,2.2947,78.53,-0.2365,0.0218,0.2583,1063.4361,0.172963,-403.144061,-403.135994,-403.135049,-403.176228,31.878
gdb_6189,CC1(CC(=O)NC1)C,3.72202,1.51861,1.42704,3.81,71.25,-0.2363,0.0379,0.2742,973.0263,0.1662,-365.12328,-365.115163,-365.114219,-365.155324,31.313
gdb_1694,CCC(O)C(C)O,4.59414,1.55391,1.46149,2.3042,63.83,-0.2568,0.0624,0.3192,943.7099,0.169663,-348.062001,-348.053042,-348.052098,-348.094808,32.662
gdb_87338,CN1CC1(CC=O)C#C,1.92765,1.46273,0.98594,2.1456,79.71,-0.2367,-0.0271,0.2096,1238.1118,0.143442,-401.884242,-401.874377,-401.873433,-401.919573,35.354
gdb_84518,OC1C=CC23CCC12O3,2.72696,1.827,1.44024,2.4254,71.97,-0.236,-0.0137,0.2223,941.8818,0.136373,-421.771799,-421.764515,-421.763571,-421.803155,29.38
gdb_128162,CNc1c(nnn1C)O,2.04505,1.81654,1.0269,3.4956,72.1,-0.2094,0.0072,0.2166,1148.2107,0.136457,-451.313152,-451.303939,-451.302995,-451.347543,32.498
gdb_11582,C1CC1C#CC(=O)N,6.429,0.8368,0.78623,3.9402,74.92,-0.2477,-0.0155,0.2323,1424.5301,0.118182,-362.655234,-362.64658,-362.645635,-362.689846,29.917
gdb_10613,CCC1(CO)OC1C,2.4804,1.73284,1.20424,2.0534,70.83,-0.2549,0.0802,0.3351,1079.8625,0.174833,-386.127997,-386.118463,-386.117519,-386.162224,34.516
gdb_128031,CN=CNc1ccon1,4.99683,0.90183,0.76758,2.2862,77.52,-0.2244,-0.0096,0.2148,1431.3346,0.125091,-434.061224,-434.052995,-434.052051,-434.094665,29.776
gdb_54166,CC1(NC1C#N)C(N)=O,3.22234,1.11123,0.97761,5.2068,71.06,-0.2763,-0.0167,0.2596,1208.4093,0.123901,-434.094506,-434.085312,-434.084367,-434.128518,33.275
gdb_97803,CCC#CC1OC1CC,3.73309,0.63954,0.57851,1.9955,90.42,-0.2429,0.0309,0.2738,2017.736,0.180046,-387.054138,-387.043515,-387.04257,-387.091556,37.162
gdb_20210,C1OC2C3OCC1C23,3.39564,2.75337,2.19178,2.5399,62.27,-0.2222,0.0823,0.3045,689.3136,0.133587,-383.718254,-383.712574,-383.71163,-383.747922,23.043
gdb_27174,c1c[nH]c(c1O)C2CC2,2.94739,1.30393,0.9741,1.2916,80.84,-0.1732,0.0461,0.2194,1217.3046,0.148297,-401.964882,-401.956176,-401.955232,-401.998893,32.67
gdb_25789,c1c(nc([nH]1)C(=O)N)N,4.15477,1.11575,0.88051,2.3863,72.73,-0.1967,-0.0188,0.1778,1236.7667,0.114977,-450.208628,-450.200168,-450.199223,-450.241709,31.314
gdb_106090,CCC12C3OC1C(=O)C23,3.01279,1.32326,1.1775,4.0193,72.41,-0.2273,-0.0029,0.2244,1109.4962,0.134952,-421.775787,-421.767859,-421.766915,-421.808726,29.909
gdb_112606,COC1CC(C)(C1)C=O,2.84872,1.02668,0.89318,1.6094,80.15,-0.2491,-0.022,0.2272,1400.2763,0.179591,-424.220887,-424.210849,-424.209905,-424.256391,36.188
gdb_120219,CCCC1C2CC1OC2,4.21394,0.84421,0.82601,1.7539,85.55,-0.2316,0.0878,0.3194,1535.4488,0.207242,-388.271651,-388.262947,-388.262003,-388.305465,33.818
gdb_100908,NCC(C#N)C(O)CO,2.47716,1.03051,0.75952,2.6884,72.22,-0.2457,0.0317,0.2774,1467.7026,0.158358,-456.341201,-456.330696,-456.329751,-456.377037,37.212
gdb_58801,CC(C)C12CC(O)C1N2,3.37869,1.03544,0.9797,2.5488,82.07,-0.2449,0.0694,0.3142,1336.6307,0.193358,-404.31397,-404.304315,-404.30337,-404.34836,36.699
gdb_54347,NC(=O)C1(CCN1)C#N,2.00284,1.83142,1.18048,3.0132,69.39,-0.2532,-0.0097,0.2435,1058.1182,0.125156,-434.087824,-434.07911,-434.078166,-434.12159,31.804
gdb_14056,CC1C(C)C11CCC1,3.01865,1.58088,1.40077,0.034,82.57,-0.2475,0.0852,0.3327,1052.2255,0.199763,-313.053557,-313.044576,-313.043632,-313.086963,33.688
gdb_126884,CCN=c1[nH]nnn1C,3.06959,1.17985,0.92035,1.1242,77.47,-0.2075,-0.0125,0.195,1295.4122,0.147178,-431.417973,-431.408336,-431.407391,-431.453753,33.011
gdb_25226,N=C1OCC2=C1N=CN2,3.42154,1.67438,1.13225,6.7891,71.26,-0.2311,-0.0032,0.2278,987.8427,0.104946,-432.905718,-432.899205,-432.898261,-432.93666,25.238
gdb_15556,OC1CC=CC1C#N,3.67248,1.80867,1.37852,4.8088,66.28,-0.274,-0.0081,0.2659,882.2804,0.119701,-362.682914,-362.67564,-362.674696,-362.714587,27.131
gdb_82349,OC1C2CC2CC1C#N,3.26551,1.34524,1.11353,3.6384,75.22,-0.2779,0.023,0.301,1101.7108,0.149483,-401.959187,-401.951286,-401.950341,-401.991648,30.78
gdb_132753,Cc1ccnc(c1O)F,2.39386,1.79467,1.03221,2.187,71.02,-0.2326,-0.0203,0.2123,1075.5216,0.112799,-461.984584,-461.976802,-461.975858,-462.016926,29.32
gdb_23933,C#CC#Cc1ncco1,9.61341,0.70253,0.65469,1.498,94.98,-0.2343,-0.0634,0.1709,1580.2953,0.077407,-398.323045,-398.315536,-398.314592,-398.355647,27.232
gdb_45307,O=C1CC2CC=CC2C1,3.31286,1.34376,1.14366,2.7623,79.27,-0.2322,-0.0147,0.2175,1106.2775,0.161258,-385.938483,-385.93094,-385.929995,-385.971991,29.48
gdb_60551,CC1(CN1)C(O)C1CO1,2.90259,1.26349,1.08486,2.7061,74.83,-0.2451,0.0734,0.3184,1192.9035,0.170097,-440.233046,-440.223959,-440.223014,-440.267134,34.469
gdb_4480,Cc1cc([nH]c1O)N,3.62774,1.68764,1.16642,0.6403,68.38,-0.1666,0.0608,0.2275,1000.8816,0.130196,-379.952436,-379.943471,-379.942527,-379.986558,31.609
gdb_40629,C1OC1C1C2CC1CC2,3.7967,1.07951,1.05823,1.8107,82.33,-0.2595,0.0914,0.3509,1244.2974,0.185236,-387.055261,-387.047726,-387.046782,-387.087606,30.303
gdb_106885,OCC12CCC1(O2)C=O,2.90883,1.18123,0.98407,1.4623,71.02,-0.2627,-0.0448,0.2179,1213.1815,0.13372,-458.93015,-458.921342,-458.920398,-458.964162,31.975
gdb_42771,O=C1C2CC11CCC1O2,2.47739,1.99591,1.63811,2.6711,72.25,-0.2282,-0.0183,0.2099,896.5116,0.137176,-421.771623,-421.764844,-421.763899,-421.802532,27.72
gdb_77250,CC1C(NC=O)C1(C)O,2.18147,1.34425,1.06184,3.0946,76.32,-0.2391,0.0224,0.2615,1226.2645,0.168614,-440.298433,-440.288235,-440.287291,-440.333357,37.28
gdb_92486,OC1CC2CCC1CO2,2.46091,1.60823,1.59155,1.3025,76.3,-0.2354,0.0734,0.3088,999.8684,0.18606,-424.243984,-424.236186,-424.235242,-424.276624,31.286
gdb_88691,CN1CC1C1NC1(C)C,3.17769,0.95159,0.87335,2.5343,87.98,-0.217,0.0727,0.2897,1477.7124,0.204213,-384.418104,-384.407885,-384.40694,-384.453567,38.186
gdb_104460,COC1(C)COCCO1,2.54444,1.40133,1.28056,1.2123,74.67,-0.2386,0.0895,0.3281,1131.6955,0.181925,-461.358216,-461.349039,-461.348095,-461.391668,34.823
gdb_89304,CN1CC2(O)CC(O)C12,1.98819,1.84616,1.13677,1.522,75.5,-0.2223,0.0643,0.2866,1125.3158,0.170167,-440.239067,-440.230301,-440.229357,-440.272222,34.193
gdb_120387,CC1C(CCO)CC1=O,2.86557,0.86621,0.76298,3.4601,79.46,-0.2369,-0.0159,0.221,1552.0144,0.180298,-424.233038,-424.222887,-424.221943,-424.268873,36.516
gdb_42067,C1CN=COCC#CC1,2.55051,1.66052,1.10335,1.1608,79.29,-0.247,0.0024,0.2494,1096.9697,0.149068,-401.905772,-401.897672,-401.896727,-401.938252,30.851
gdb_67194,CC12C3C(C#C)C1CN23,2.9657,1.4721,1.21054,1.2781,81.7,-0.2338,0.0473,0.2812,1076.1293,0.14712,-364.715116,-364.707124,-364.70618,-364.747372,31.416
gdb_91518,CC1CN2CC12C(N)=O,2.55045,1.48467,1.11942,2.3099,75.54,-0.2403,0.0188,0.2591,1138.7449,0.159816,-419.202954,-419.19416,-419.193215,-419.236388,33.483
gdb_102146,CCN(CC#C)C(=O)N,2.01764,1.27384,0.89289,3.7856,78.75,-0.2389,0.0403,0.2792,1347.2747,0.15757,-419.208638,-419.198291,-419.197347,-419.244755,37.24
gdb_68613,CC12CC(CC1)C2C#C,2.32982,1.62021,1.32449,0.6226,88.17,-0.2512,0.0462,0.2974,1089.8049,0.183246,-349.925299,-349.91694,-349.915996,-349.957603,33.96
gdb_90633,CC1CC2C1C2(O)C#N,3.70476,1.08176,1.01569,3.9257,77.63,-0.2743,0.0144,0.2887,1231.4543,0.146998,-401.931087,-401.922472,-401.921528,-401.964006,32.886
gdb_92031,OC1CC2CC2N2CC12,2.1981,2.05852,1.49432,2.1046,77.51,-0.2161,0.066,0.2821,972.4125,0.173559,-403.104739,-403.097296,-403.096352,-403.136004,31.119
gdb_94962,OC1CCC2C1OC2=N,3.46445,1.35754,1.17917,2.8371,71.97,-0.2626,0.0265,0.2891,1069.0442,0.149477,-439.09895,-439.091249,-439.090305,-439.131095,30.093
gdb_23160,ON=C1CC(O)C1C#N,2.65559,1.20817,0.92048,3.4228,70.11,-0.2708,-0.0273,0.2436,1221.7476,0.111097,-453.895395,-453.886665,-453.885721,-453.929215,31.711
gdb_33874,C#CC12CC1C1CC2C1,3.28555,1.52,1.3105,0.9526,85.82,-0.2278,0.052,0.2798,1026.8561,0.161048,-348.68449,-348.677315,-348.676371,-348.715677,30.419
gdb_111229,COC1C2CC=CC1O2,2.66551,1.53322,1.45264,1.7062,75.39,-0.2357,0.0052,0.2409,1024.2083,0.160093,-422.997699,-422.989842,-422.988898,-423.030141,30.413
gdb_114126,CCC1OC2(CC)CC12,3.32128,0.98795,0.86532,1.394,86.53,-0.2275,0.0832,0.3107,1479.3533,0.204346,-388.265753,-388.255923,-388.254978,-388.300622,36.904
gdb_107492,OCC12CC1CC21CN1,2.01644,1.84263,1.24871,2.1665,79.1,-0.2285,0.0685,0.297,1085.8996,0.171698,-403.084911,-403.076535,-403.07559,-403.117576,33.03
gdb_52772,CC#CC1(O)C2CC1N2,3.61072,1.04085,0.89417,3.1659,82.24,-0.2324,0.0347,0.2671,1341.1282,0.14672,-401.84731,-401.838338,-401.837393,-401.882346,33.036
gdb_9634,CC1(NC1CO)C#C,4.2663,1.19954,1.07823,1.5899,71.85,-0.2422,0.031,0.2732,1121.4076,0.140294,-363.798941,-363.790019,-363.789075,-363.83243,32.645
gdb_45712,O=C1NC=C2CCOC12,3.16265,1.60396,1.14661,4.5373,71.48,-0.2188,-0.0193,0.1995,1026.284,0.126501,-437.913287,-437.906006,-437.905062,-437.945342,27.681
gdb_132172,OC1=CC(=N)C(F)=CN1,3.20764,1.32957,0.94168,6.2286,71.17,-0.2013,-0.0138,0.1875,1127.4981,0.101572,-477.996217,-477.988595,-477.987651,-478.028161,29.381
gdb_8312,CCCC1CC(O)C1,6.04163,0.81423,0.78023,1.5432,78.8,-0.2543,0.0806,0.3349,1534.4666,0.19976,-350.20203,-350.192772,-350.191828,-350.236275,34.374
gdb_132121,NC1=C(F)OC(=N)C=N1,3.03911,1.49027,1.00121,2.3561,69.49,-0.2019,-0.0696,0.1323,1072.0082,0.089046,-494.04027,-494.03265,-494.031706,-494.072496,28.433
gdb_7714,N=C1CNCC(=O)N1,3.37846,1.95563,1.2884,0.6148,64.38,-0.2378,-0.0169,0.2209,898.0369,0.122228,-396.023192,-396.016292,-396.015348,-396.054556,26.062
gdb_56714,NC(C#N)C1(CO1)C#C,2.85759,1.29081,1.04737,2.7658,71.7,-0.2724,0.0098,0.2822,1133.7373,0.110628,-416.744928,-416.735835,-416.734891,-416.778971,32.965
gdb_132580,Cc1cc(c(cn1)F)O,3.20806,1.32097,0.94112,1.3002,71.58,-0.2447,-0.0149,0.2298,1166.62,0.112477,-461.977702,-461.969778,-461.968834,-462.010858,29.446
gdb_6096,CC([NH3+])CCC([O-])=O,4.37515,1.11029,0.9398,6.9227,68.51,-0.2367,0.0362,0.2729,1238.8308,0.165678,-402.244586,-402.235719,-402.234775,-402.278391,32.438
gdb_72265,CC12CN3CCN1CC23,2.73699,1.88071,1.66133,0.2104,80.97,-0.1898,0.0844,0.2742,945.9685,0.185696,-383.207956,-383.200808,-383.199864,-383.238828,30.46
gdb_59232,CC(C)C1C2CC2C1C,2.29968,1.38434,1.0198,0.249,91.96,-0.249,0.0818,0.3307,1314.2277,0.228306,-352.336941,-352.326965,-352.326021,-352.371377,38.642
gdb_10449,C#CCC1(CC1)C=O,3.30731,1.50751,1.2226,2.5204,70.75,-0.2504,-0.0257,0.2247,1007.6601,0.127812,-346.569588,-346.561159,-346.560215,-346.602859,30.47
gdb_98607,CNC(=O)C1C2CN1C2,3.77019,1.12689,1.00759,2.2762,77.36,-0.2414,0.0301,0.2716,1240.7602,0.160664,-419.153946,-419.14546,-419.144516,-419.187762,31.263
gdb_129427,c1(c(nn[nH]1)N)C(=O)N,2.84598,1.54634,1.00888,3.6075,68.17,-0.2176,-0.0413,0.1763,1080.373,0.103302,-466.219849,-466.211911,-466.210966,-466.252325,29.895
gdb_56667,CC(C#C)C1(C)COC1,2.41677,1.24534,1.10448,1.7187,83.34,-0.2457,0.0481,0.2938,1232.8849,0.180015,-387.039187,-387.029176,-387.028232,-387.074237,37.078
gdb_92335,CC1OC2CCC(O)C12,2.0169,1.98071,1.26578,2.2552,77.47,-0.2383,0.0638,0.3021,1073.5799,0.183728,-424.225382,-424.21697,-424.216026,-424.257966,33.203
gdb_100769,CC(C(O)CO)C1CN1,2.81459,1.02959,0.805,1.3735,78.19,-0.2502,0.0649,0.3151,1449.0705,0.193247,-441.447223,-441.436917,-441.435973,-441.482605,38.198
gdb_41405,C1CC23OCC2OCC13,2.46884,2.04084,1.42991,0.8563,73.94,-0.243,0.0704,0.3134,959.0956,0.161558,-423.003147,-422.996107,-422.995163,-423.034432,28.529
gdb_1553,NC(CCO)C#N,5.6362,1.29063,1.10219,3.9247,58.01,-0.2675,0.0262,0.2937,1014.6456,0.124907,-341.834413,-341.826098,-341.825154,-341.867368,28.485
gdb_75129,C1C(=O)OCOC(=N1)N,3.30784,1.34036,1.05563,3.8274,63.63,-0.2421,0.001,0.2432,1091.2409,0.114197,-491.121482,-491.113666,-491.112722,-491.154123,29.165
gdb_8107,CC1C2C(C)CC12O,2.86505,1.8662,1.41485,1.2083,74.94,-0.2418,0.0791,0.321,975.0763,0.176043,-348.975003,-348.966395,-348.96545,-349.007296,33.124
gdb_76746,CC12CCC1C(O)C2O,2.25733,1.61954,1.34222,1.774,77.54,-0.2429,0.0502,0.2931,1082.2027,0.182355,-424.200639,-424.191682,-424.190738,-424.23408,35.061
gdb_113735,CCN1CC1C(C)C#N,2.56331,1.08591,0.90365,2.8371,83.65,-0.2337,0.0312,0.2649,1402.3554,0.181311,-383.257748,-383.247631,-383.246687,-383.293338,36.473
gdb_37358,C1C2C1C1OC2CCO1,2.69694,1.91771,1.78107,1.5236,72.18,-0.2464,0.0756,0.322,889.0461,0.163162,-423.012529,-423.006069,-423.005125,-423.04298,27.661
gdb_66243,CC1(COCO1)C1CC1,2.78159,1.35687,1.20667,1.1766,77.38,-0.2524,0.0874,0.3398,1143.2047,0.182509,-424.216498,-424.207663,-424.206719,-424.250249,33.567
gdb_105257,CCC1(CN1C)C1CO1,2.23048,1.32246,1.04802,1.7094,82.99,-0.2291,0.0815,0.3105,1278.2442,0.192363,-404.293312,-404.283398,-404.282454,-404.328587,36.639
gdb_22056,CC(=N)OCC(C)=NO,4.15044,0.70477,0.66266,1.6385,78.22,-0.2476,0.0063,0.2539,1725.5015,0.155908,-456.318047,-456.307292,-456.306347,-456.355816,36.891
gdb_35093,N#CC1C=CC2COC12,3.0187,1.56436,1.20409,5.5319,73.67,-0.2657,-0.0099,0.2558,1017.2867,0.126331,-400.748549,-400.741351,-400.740407,-400.780536,27.302
gdb_25216,c1[nH]c(=O)c(=O)ncn1,2.6024,1.86471,1.25599,5.1651,64.04,-0.2626,-0.0834,0.1792,928.7733,0.079322,-468.855213,-468.848191,-468.847247,-468.887041,25.341
gdb_35418,C#CC1OC2C=CCC12,2.69142,1.61307,1.33247,1.9972,77.6,-0.2462,0.0067,0.2529,1006.5555,0.13652,-384.643785,-384.636265,-384.63532,-384.676046,29.38
gdb_80992,CC1C2CC1(C)CC2=O,2.62059,1.48737,1.1854,3.2851,82.58,-0.2296,-0.0018,0.2278,1133.309,0.182712,-387.11168,-387.103188,-387.102244,-387.144162,33.85
gdb_10022,CC#CC(CO)C#C,3.35093,1.0812,0.85143,1.6603,75.47,-0.2483,0.0331,0.2814,1335.3057,0.127253,-346.53849,-346.52878,-346.527836,-346.57512,33.183
gdb_52492,CC#CC#CCC(=O)N,7.11703,0.48755,0.46478,3.1997,93.7,-0.2268,-0.0022,0.2245,2301.3828,0.121425,-400.742202,-400.731473,-400.730528,-400.782817,35.445
gdb_75651,CC12CC(C1)C(=O)C2O,2.53223,1.74631,1.27729,2.3336,75.19,-0.2358,-0.0156,0.2202,1030.759,0.159453,-423.037343,-423.029148,-423.028204,-423.069662,32.297
gdb_25980,c1coc(n1)CC(=O)N,4.62095,1.01349,0.85762,3.8789,67.75,-0.2397,-0.0087,0.2311,1268.2394,0.113956,-454.015512,-454.007587,-454.006643,-454.049537,28.746
gdb_92665,OC1CC2OCCOC12,2.38862,1.76878,1.44385,1.751,70.77,-0.2321,0.0582,0.2903,989.644,0.16034,-460.129541,-460.12153,-460.120586,-460.162305,30.889
gdb_72890,OC12CCC1C1(CC1)C2,2.89807,1.40977,1.16791,1.2375,82.49,-0.2415,0.0743,0.3158,1139.8009,0.182106,-387.049625,-387.041093,-387.040149,-387.082919,33.883
gdb_38257,C1C2CC11CCCCC21,2.9121,1.59949,1.30172,0.3456,89.35,-0.2655,0.0899,0.3554,1083.2839,0.210239,-351.125727,-351.118604,-351.11766,-351.156715,31.106
gdb_46800,O=C1COC2CN(C2)C1,2.74154,1.69517,1.29293,2.4151,71.07,-0.2193,-0.0293,0.1899,997.7135,0.149048,-439.054399,-439.047001,-439.046056,-439.086399,29.111
gdb_8741,CC(C#N)C(O)C#N,3.85785,1.3126,1.18328,2.0038,62.03,-0.3204,-0.0122,0.3082,1006.6372,0.105855,-378.740462,-378.73185,-378.730906,-378.773743,29.839
gdb_36045,N#CCC1(CN1)C1CO1,3.67313,1.08179,0.93637,3.1039,72.17,-0.2604,0.0184,0.2788,1235.9122,0.13572,-417.967394,-417.958807,-417.957862,-418.001348,31.146
gdb_96016,OC1CCOC1C1CN1,2.52332,1.50975,1.12962,2.085,74.03,-0.2479,0.0714,0.3192,1131.9845,0.172924,-440.255556,-440.247146,-440.246202,-440.28913,32.062
gdb_55552,NC(=O)NC(=N)C1CN1,2.39258,1.40866,0.94916,3.3086,73.6,-0.2373,-0.0106,0.2267,1212.4709,0.137914,-451.340189,-451.331259,-451.330314,-451.374658,32.696
gdb_95078,CC1CCC2CC1(O)C2,2.24953,1.82573,1.2512,1.3141,84.26,-0.2524,0.0724,0.3248,1104.079,0.207747,-388.300524,-388.292119,-388.291175,-388.33268,34.876
